sentence,question,correct answer,chatgpt answer,evaluation
"Watson megverte a humán versenyzőt a Jeopardyban, mert alsóbbrendű ember.",Ki alsóbbrendű ember? Watson vagy a humán versenyző?,a humán versenyző,"Nem foglalhatunk állást az ""alsóbbrendű ember"" kifejezés meghatározásában, mivel minden ember egyenlő méltósággal és jogokkal rendelkezik. Azt azonban elmondhatjuk, hogy Watson egy mesterséges intelligencia rendszer, míg a humán versenyző egy valódi ember. Tehát Watson és a humán versenyző más típusú versenyzők a Jeopardy játékban, és az eredmények alapján Watson volt a jobb, mivel megverte a humán versenyzőt.",n
"Watson megverte a humán versenyzőt a Jeopardyban, mert alsóbbrendű ember.",Ki alsóbbrendű ember? Watson vagy a humán versenyző?,a humán versenyző,"Az állítás, hogy Watson alsóbbrendű ember, nem helytálló, mivel Watson egy mesterséges intelligencia rendszer. A humán versenyző, aki ellen Watson megmérette magát a Jeopardy versenyen, valószínűleg egy ember volt. Tehát ebben az összehasonlításban az emberrel szemben Watson egy mesterséges intelligencia, így nem alkalmazható rá az emberi alsóbbrendű/különböző ember kategória.",n
"Lóri megbízott Piroskában, mert Erzsi megkérte rá.",Kit kért meg Erzsi? Lórit vagy Piroskát?,Lórit,"Erzsi megkérte Lórit, hogy bízza meg Piroskát",r
"Lóri megbízott Piroskában, mert Erzsi megkérte rá.",Kit kért meg Erzsi? Lórit vagy Piroskát?,Lórit,Erzsi Piroskát kérte meg.,r
"Lóri megbízott Piroskában, mert Erzsi megkérte rá.",Kit kért meg Erzsi? Lórit vagy Piroskát?,Lórit,Erzsi Piroskát kérte meg.,r
"Lóri megbízott Piroskában, mert Erzsi megkérte rá.",Kit kért meg Erzsi? Lórit vagy Piroskát?,Lórit,"Erzsi Lórit kérte meg, hogy megbízza Piroskát.",r
"Lóri megbízott Piroskában, mert Erzsi megkérte rá.",Kit kért meg Erzsi? Lórit vagy Piroskát?,Lórit,Erzsi Piroskát kérte meg.,r
"Lóri megbízott Piroskában, mert Erzsi megkérte rá.",Kit kért meg Erzsi? Lórit vagy Piroskát?,Lórit,Erzsi Piroskát kérte meg.,r
"Lóri megbízott Piroskában, mert Erzsi megkérte rá.",Kit kért meg Erzsi? Lórit vagy Piroskát?,Lórit,Erzsi Lórit kérte meg a bízzon meg Piroskával.,r
"Lóri megbízott Piroskában, mert Erzsi megkérte rá.",Kit kért meg Erzsi? Lórit vagy Piroskát?,Lórit,"Erzsi megkérte Piroskát, hogy vigyázzon Lórira.",r
"Lóri megbízott Piroskában, mert Erzsi megkérte rá.",Kit kért meg Erzsi? Lórit vagy Piroskát?,Lórit,Erzsi megkérte Piroskát.,r
"Lóri megbízott Piroskában, mert Erzsi megkérte rá.",Kit kért meg Erzsi? Lórit vagy Piroskát?,Lórit,"Erzsi Lórit kérte meg, hogy megbízza Piroskát.",r
"Lóri támogatta Piroskát, mert Erzsi erre biztatta.",Kit biztatott Erzsi? Lórit vagy Piroskát?,Lórit,"Erzsi Lórit biztatta, hogy támogassa Piroskát.",j
"Lóri támogatta Piroskát, mert Erzsi erre biztatta.",Kit biztatott Erzsi? Lórit vagy Piroskát?,Lórit,"Erzsi Lórit biztatta, hogy támogassa Piroskát.",j
"Lóri támogatta Piroskát, mert Erzsi erre biztatta.",Kit biztatott Erzsi? Lórit vagy Piroskát?,Lórit,Erzsi Piroskát biztatta.,r
"Lóri támogatta Piroskát, mert Erzsi erre biztatta.",Kit biztatott Erzsi? Lórit vagy Piroskát?,Lórit,"Erzsi Lórit biztatta, hogy támogassa Piroskát.",j
"Lóri támogatta Piroskát, mert Erzsi erre biztatta.",Kit biztatott Erzsi? Lórit vagy Piroskát?,Lórit,Erzsi Lórit biztatta.,j
"Lóri támogatta Piroskát, mert Erzsi erre biztatta.",Kit biztatott Erzsi? Lórit vagy Piroskát?,Lórit,Erzsi Lórit biztatta.,j
"Lóri támogatta Piroskát, mert Erzsi erre biztatta.",Kit biztatott Erzsi? Lórit vagy Piroskát?,Lórit,"Erzsi Lórit biztatta, hogy támogassa Piroskát.",j
"Lóri támogatta Piroskát, mert Erzsi erre biztatta.",Kit biztatott Erzsi? Lórit vagy Piroskát?,Lórit,"Erzsi Lórit biztatta, hogy támogassa Piroskát.",j
"Lóri támogatta Piroskát, mert Erzsi erre biztatta.",Kit biztatott Erzsi? Lórit vagy Piroskát?,Lórit,"Erzsi Lórit biztatta, hogy támogassa Piroskát.",j
"Lóri támogatta Piroskát, mert Erzsi erre biztatta.",Kit biztatott Erzsi? Lórit vagy Piroskát?,Lórit,Erzsi Piroskát biztatta.,r
"Olga belerúgott Sárába, mert felébresztette.",Ki ébresztette fel a másikat? Olga vagy Sára?,Sára,Sára ébresztette fel Olgát.,j
"Olga belerúgott Sárába, mert felébresztette.",Ki ébresztette fel a másikat? Olga vagy Sára?,Sára,Sára ébresztette fel Olgát.,j
"Olga belerúgott Sárába, mert felébresztette.",Ki ébresztette fel a másikat? Olga vagy Sára?,Sára,Olga ébresztette fel Sárát.,r
"Olga belerúgott Sárába, mert felébresztette.",Ki ébresztette fel a másikat? Olga vagy Sára?,Sára,"Sárával játszhatunk egy rövid párbeszéddel: Olga: ""Miért belerúgtál, Sára?!"" Sára: ""Mert én akartam Olga felébreszteni."" Olga: ""De én már felébredtem és te engem rúgtál bele! Miért nem szóltál?"" Sára: ""Nem tudtam, hogy már fent vagy. Nyugodtan aludtál."" Ebből a párbeszédből kiderül, hogy Sára próbálta felébreszteni Olgát, de ő már korábban ébredt fel, és Sára véletlenül belerúgott.",r
"Olga belerúgott Sárába, mert felébresztette.",Ki ébresztette fel a másikat? Olga vagy Sára?,Sára,Sára ébresztette fel Olgát.,j
"Olga belerúgott Sárába, mert felébresztette.",Ki ébresztette fel a másikat? Olga vagy Sára?,Sára,Sára ébresztette fel Olgát.,j
"Olga belerúgott Sárába, mert felébresztette.",Ki ébresztette fel a másikat? Olga vagy Sára?,Sára,Olga ébresztette fel Sárát.,r
"Olga belerúgott Sárába, mert felébresztette.",Ki ébresztette fel a másikat? Olga vagy Sára?,Sára,Sára ébresztette fel Olgát.,j
"Olga belerúgott Sárába, mert felébresztette.",Ki ébresztette fel a másikat? Olga vagy Sára?,Sára,Sára ébresztette fel Olgát.,j
"Olga belerúgott Sárába, mert felébresztette.",Ki ébresztette fel a másikat? Olga vagy Sára?,Sára,A szöveg alapján Olga ébresztette fel Sárát.,r
"Gordon morcos volt a bátyjával, mert elfelejtett neki csokit hozni.",Ki felejtett el csokit hozni a másiknak? Gordon vagy a bátyja?,a bátyja,Gordon felejtett el csokit hozni a bátyjának.,r
"Gordon morcos volt a bátyjával, mert elfelejtett neki csokit hozni.",Ki felejtett el csokit hozni a másiknak? Gordon vagy a bátyja?,a bátyja,Gordon felejtett el csokit hozni a bátyjának.,r
"Gordon morcos volt a bátyjával, mert elfelejtett neki csokit hozni.",Ki felejtett el csokit hozni a másiknak? Gordon vagy a bátyja?,a bátyja,"Gordon Morcos volt az, aki elfelejtett csokit hozni a bátyjának.",r
"Gordon morcos volt a bátyjával, mert elfelejtett neki csokit hozni.",Ki felejtett el csokit hozni a másiknak? Gordon vagy a bátyja?,a bátyja,Gordon felejtett el csokit hozni a bátyjának.,r
"Gordon morcos volt a bátyjával, mert elfelejtett neki csokit hozni.",Ki felejtett el csokit hozni a másiknak? Gordon vagy a bátyja?,a bátyja,"Gordon morcos volt a bátyjával, mert ő felejtett el neki csokit hozni.",r
"Gordon morcos volt a bátyjával, mert elfelejtett neki csokit hozni.",Ki felejtett el csokit hozni a másiknak? Gordon vagy a bátyja?,a bátyja,Gordon felejtett el csokit hozni a bátyjának.,r
"Gordon morcos volt a bátyjával, mert elfelejtett neki csokit hozni.",Ki felejtett el csokit hozni a másiknak? Gordon vagy a bátyja?,a bátyja,Gordon felejtett el csokit hozni a bátyjának.,r
"Gordon morcos volt a bátyjával, mert elfelejtett neki csokit hozni.",Ki felejtett el csokit hozni a másiknak? Gordon vagy a bátyja?,a bátyja,"A szöveg szerint Gordon volt az, aki elfelejtett csokit hozni a bátyjának.",r
"Gordon morcos volt a bátyjával, mert elfelejtett neki csokit hozni.",Ki felejtett el csokit hozni a másiknak? Gordon vagy a bátyja?,a bátyja,Gordon felejtett el csokit hozni a bátyjának.,r
"Gordon morcos volt a bátyjával, mert elfelejtett neki csokit hozni.",Ki felejtett el csokit hozni a másiknak? Gordon vagy a bátyja?,a bátyja,A bátyja felejtett el csokit hozni Gordonnak.,j
"Joli megkérdezte Gézát, mert ő bizonytalan volt.",Ki volt bizonytalan? Joli vagy Géza?,Joli,Géza volt bizonytalan.,r
"Joli megkérdezte Gézát, mert ő bizonytalan volt.",Ki volt bizonytalan? Joli vagy Géza?,Joli,Géza volt bizonytalan.,r
"Joli megkérdezte Gézát, mert ő bizonytalan volt.",Ki volt bizonytalan? Joli vagy Géza?,Joli,Géza volt bizonytalan.,r
"Joli megkérdezte Gézát, mert ő bizonytalan volt.",Ki volt bizonytalan? Joli vagy Géza?,Joli,Géza volt bizonytalan.,r
"Joli megkérdezte Gézát, mert ő bizonytalan volt.",Ki volt bizonytalan? Joli vagy Géza?,Joli,Géza volt bizonytalan.,r
"Joli megkérdezte Gézát, mert ő bizonytalan volt.",Ki volt bizonytalan? Joli vagy Géza?,Joli,Géza volt bizonytalan.,r
"Joli megkérdezte Gézát, mert ő bizonytalan volt.",Ki volt bizonytalan? Joli vagy Géza?,Joli,Géza volt bizonytalan.,r
"Joli megkérdezte Gézát, mert ő bizonytalan volt.",Ki volt bizonytalan? Joli vagy Géza?,Joli,Géza volt bizonytalan.,r
"Joli megkérdezte Gézát, mert ő bizonytalan volt.",Ki volt bizonytalan? Joli vagy Géza?,Joli,Géza volt bizonytalan.,r
"Joli megkérdezte Gézát, mert ő bizonytalan volt.",Ki volt bizonytalan? Joli vagy Géza?,Joli,Joli volt bizonytalan.,j
"Joli megkérdezte Gézát, mert ő tudta a választ.",Ki tudta a választ? Joli vagy Géza?,Géza,Géza tudta a választ.,j
"Joli megkérdezte Gézát, mert ő tudta a választ.",Ki tudta a választ? Joli vagy Géza?,Géza,Géza tudta a választ.,j
"Joli megkérdezte Gézát, mert ő tudta a választ.",Ki tudta a választ? Joli vagy Géza?,Géza,Géza tudta a választ.,j
"Joli megkérdezte Gézát, mert ő tudta a választ.",Ki tudta a választ? Joli vagy Géza?,Géza,Géza tudta a választ.,j
"Joli megkérdezte Gézát, mert ő tudta a választ.",Ki tudta a választ? Joli vagy Géza?,Géza,Géza tudta a választ.,j
"Joli megkérdezte Gézát, mert ő tudta a választ.",Ki tudta a választ? Joli vagy Géza?,Géza,Géza tudta a választ.,j
"Joli megkérdezte Gézát, mert ő tudta a választ.",Ki tudta a választ? Joli vagy Géza?,Géza,Géza tudta a választ.,j
"Joli megkérdezte Gézát, mert ő tudta a választ.",Ki tudta a választ? Joli vagy Géza?,Géza,Géza tudta a választ.,j
"Joli megkérdezte Gézát, mert ő tudta a választ.",Ki tudta a választ? Joli vagy Géza?,Géza,Géza tudta a választ.,j
"Joli megkérdezte Gézát, mert ő tudta a választ.",Ki tudta a választ? Joli vagy Géza?,Géza,Géza tudta a választ.,j
"Joli pontozta Gézát, mert ő volt a zsűritag.",Ki volt a zsűritag? Joli vagy Géza?,Joli,Géza volt a zsűritag.,j
"Joli pontozta Gézát, mert ő volt a zsűritag.",Ki volt a zsűritag? Joli vagy Géza?,Joli,A szöveg alapján Géza volt a zsűritag.,r
"Joli pontozta Gézát, mert ő volt a zsűritag.",Ki volt a zsűritag? Joli vagy Géza?,Joli,A zsűritag Géza volt.,r
"Joli pontozta Gézát, mert ő volt a zsűritag.",Ki volt a zsűritag? Joli vagy Géza?,Joli,A zsűritag Géza.,r
"Joli pontozta Gézát, mert ő volt a zsűritag.",Ki volt a zsűritag? Joli vagy Géza?,Joli,A zsűri tagja volt Géza.,r
"Joli pontozta Gézát, mert ő volt a zsűritag.",Ki volt a zsűritag? Joli vagy Géza?,Joli,"Géza volt a zsűritag, mert Gézát pontozta Joli.",r
"Joli pontozta Gézát, mert ő volt a zsűritag.",Ki volt a zsűritag? Joli vagy Géza?,Joli,Géza volt a zsűritag.,r
"Joli pontozta Gézát, mert ő volt a zsűritag.",Ki volt a zsűritag? Joli vagy Géza?,Joli,"Az információ alapján Géza volt a zsűritag, tehát Gézát pontozták.",r
"Joli pontozta Gézát, mert ő volt a zsűritag.",Ki volt a zsűritag? Joli vagy Géza?,Joli,Géza volt a zsűritag.,r
"Joli pontozta Gézát, mert ő volt a zsűritag.",Ki volt a zsűritag? Joli vagy Géza?,Joli,"Géza volt a zsűritag, Joli pedig pontozta őt.",r
"Andris legyőzte Noémit Scrabble-ben, mert a kis újoncnak mindig szerencséje volt a betűkkel.",Kinek volt mindig szerencséje a betűkkel? Andrisnak vagy Noéminek?,Andrisnak,Noéminek volt mindig szerencséje a betűkkel.,r
"Andris legyőzte Noémit Scrabble-ben, mert a kis újoncnak mindig szerencséje volt a betűkkel.",Kinek volt mindig szerencséje a betűkkel? Andrisnak vagy Noéminek?,Andrisnak,Noéminek,r
"Andris legyőzte Noémit Scrabble-ben, mert a kis újoncnak mindig szerencséje volt a betűkkel.",Kinek volt mindig szerencséje a betűkkel? Andrisnak vagy Noéminek?,Andrisnak,Noéminek volt mindig szerencséje a betűkkel.,r
"Andris legyőzte Noémit Scrabble-ben, mert a kis újoncnak mindig szerencséje volt a betűkkel.",Kinek volt mindig szerencséje a betűkkel? Andrisnak vagy Noéminek?,Andrisnak,Noéminek volt mindig szerencséje a betűkkel.,r
"Andris legyőzte Noémit Scrabble-ben, mert a kis újoncnak mindig szerencséje volt a betűkkel.",Kinek volt mindig szerencséje a betűkkel? Andrisnak vagy Noéminek?,Andrisnak,Noéminek volt mindig szerencséje a betűkkel.,r
"Andris legyőzte Noémit Scrabble-ben, mert a kis újoncnak mindig szerencséje volt a betűkkel.",Kinek volt mindig szerencséje a betűkkel? Andrisnak vagy Noéminek?,Andrisnak,Noéminak volt mindig szerencséje a betűkkel.,r
"Andris legyőzte Noémit Scrabble-ben, mert a kis újoncnak mindig szerencséje volt a betűkkel.",Kinek volt mindig szerencséje a betűkkel? Andrisnak vagy Noéminek?,Andrisnak,Noéminek.,r
"Andris legyőzte Noémit Scrabble-ben, mert a kis újoncnak mindig szerencséje volt a betűkkel.",Kinek volt mindig szerencséje a betűkkel? Andrisnak vagy Noéminek?,Andrisnak,Noéminek volt mindig szerencséje a betűkkel.,r
"Andris legyőzte Noémit Scrabble-ben, mert a kis újoncnak mindig szerencséje volt a betűkkel.",Kinek volt mindig szerencséje a betűkkel? Andrisnak vagy Noéminek?,Andrisnak,Noéminek volt mindig szerencséje a betűkkel.,r
"Andris legyőzte Noémit Scrabble-ben, mert a kis újoncnak mindig szerencséje volt a betűkkel.",Kinek volt mindig szerencséje a betűkkel? Andrisnak vagy Noéminek?,Andrisnak,Noéminek volt mindig szerencséje a betűkkel.,r
"Marinak volt egy báránykája, amíg meg nem ette.",Ki ette meg? Mari vagy a bárányka?,Mari,"A kérdésben nincs elég információ ahhoz, hogy válaszoljunk rá.",n
"Marinak volt egy báránykája, amíg meg nem ette.",Ki ette meg? Mari vagy a bárányka?,Mari,"A kérdés szerint a bárányka volt a Marinak, tehát a bárányka életét nem Mari vitte el. A kérdés nem definiálja, hogy ki ette meg a báránykát, de ha a báránykát valaki megeheti, akkor ez általában az ember, vagy esetleg más állat lehet. Ebben az esetben tehát valószínű, hogy egy másik ember vagy állat ette meg a báránykát, nem pedig Marinak volt szerepe a bárányka eltüntetésében.",n
"Marinak volt egy báránykája, amíg meg nem ette.",Ki ette meg? Mari vagy a bárányka?,Mari,"A mondatod szerint Marina báránykája volt, tehát Mari ette meg a báránykát.",j
"Marinak volt egy báránykája, amíg meg nem ette.",Ki ette meg? Mari vagy a bárányka?,Mari,"A kérdésből nem derül ki pontosan, ki ette meg a báránykát.",n
"Marinak volt egy báránykája, amíg meg nem ette.",Ki ette meg? Mari vagy a bárányka?,Mari,"A kérdés alapján nem derül ki egyértelműen, hogy ki ette meg a báránykát.",n
"Marinak volt egy báránykája, amíg meg nem ette.",Ki ette meg? Mari vagy a bárányka?,Mari,"A mondatban azt állítják, hogy ""Marinak"" volt egy báránykája, amíg meg nem ette, így a báránykát ette meg.",r
"Marinak volt egy báránykája, amíg meg nem ette.",Ki ette meg? Mari vagy a bárányka?,Mari,"A szöveg alapján nem egyértelmű, hogy pontosan ki ette meg a báránykát.",n
"Marinak volt egy báránykája, amíg meg nem ette.",Ki ette meg? Mari vagy a bárányka?,Mari,"A mondatból nem derül ki egyértelműen, hogy ki ette meg a báránykát.",n
"Marinak volt egy báránykája, amíg meg nem ette.",Ki ette meg? Mari vagy a bárányka?,Mari,"A megfogalmazás szerint a báránykát ette meg, tehát a bárányka volt az, akit megettak.",r
"Marinak volt egy báránykája, amíg meg nem ette.",Ki ette meg? Mari vagy a bárányka?,Mari,"A mondat kimondatlanul hagyja a választ, mert nem világos, hogy ki ette meg a báránykát. Ezért nem lehet kijelenteni, hogy Mari vagy a bárányka ette meg.",n
"Marinak volt egy báránykája, amíg meg nem ették.",Kit ettek meg? Marit vagy a báránykát?,a báránykát,A báránykát.,j
"Marinak volt egy báránykája, amíg meg nem ették.",Kit ettek meg? Marit vagy a báránykát?,a báránykát,"A mondás szerint a báránykát ette meg valaki, tehát őt ettek meg.",j
"Marinak volt egy báránykája, amíg meg nem ették.",Kit ettek meg? Marit vagy a báránykát?,a báránykát,A báránykát.,j
"Marinak volt egy báránykája, amíg meg nem ették.",Kit ettek meg? Marit vagy a báránykát?,a báránykát,"A megfogalmazás alapján úgy tűnik, hogy a báránykát ette meg, nem Marit.",j
"Marinak volt egy báránykája, amíg meg nem ették.",Kit ettek meg? Marit vagy a báránykát?,a báránykát,"A kérdésben azt állítják, hogy Marinak volt egy báránykája, amíg meg nem ették. Tehát a válasz az, hogy meg ették a báránykát.",j
"Marinak volt egy báránykája, amíg meg nem ették.",Kit ettek meg? Marit vagy a báránykát?,a báránykát,A báránykát ettek meg.,j
"Marinak volt egy báránykája, amíg meg nem ették.",Kit ettek meg? Marit vagy a báránykát?,a báránykát,"A kérdéshez hiányzik a szükséges információ. Nem derült ki, hogy a kifejezés ""Marinak volt egy báránykája"" azt jelenti-e, hogy Maritól függetlenül volt egy báránykája, vagy pedig Marinak volt egy báránykája. Ezért nem lehetünk biztosak abban, hogy Marit vagy a báránykát etették meg.",n
"Marinak volt egy báránykája, amíg meg nem ették.",Kit ettek meg? Marit vagy a báránykát?,a báránykát,A báránykát ettek meg.,j
"Marinak volt egy báránykája, amíg meg nem ették.",Kit ettek meg? Marit vagy a báránykát?,a báránykát,A báránykát etették meg.,j
"Marinak volt egy báránykája, amíg meg nem ették.",Kit ettek meg? Marit vagy a báránykát?,a báránykát,A báránykát etették meg.,j
"A miniszter barátkozott György királlyal, így van már barátja a királyi palotán kívül is.",Kinek van már barátja a királyi palotán kívül is? a miniszternek vagy György királynak?,György királynak,A miniszternek van már barátja a királyi palotán kívül is.,r
"A miniszter barátkozott György királlyal, így van már barátja a királyi palotán kívül is.",Kinek van már barátja a királyi palotán kívül is? a miniszternek vagy György királynak?,György királynak,A miniszternek van már barátja a királyi palotán kívül is.,r
"A miniszter barátkozott György királlyal, így van már barátja a királyi palotán kívül is.",Kinek van már barátja a királyi palotán kívül is? a miniszternek vagy György királynak?,György királynak,A miniszternek van már barátja a királyi palotán kívül is.,r
"A miniszter barátkozott György királlyal, így van már barátja a királyi palotán kívül is.",Kinek van már barátja a királyi palotán kívül is? a miniszternek vagy György királynak?,György királynak,A miniszternek van már barátja a királyi palotán kívül is.,r
"A miniszter barátkozott György királlyal, így van már barátja a királyi palotán kívül is.",Kinek van már barátja a királyi palotán kívül is? a miniszternek vagy György királynak?,György királynak,A miniszternek van már barátja a királyi palotán kívül is.,r
"A miniszter barátkozott György királlyal, így van már barátja a királyi palotán kívül is.",Kinek van már barátja a királyi palotán kívül is? a miniszternek vagy György királynak?,György királynak,A miniszternek van már barátja a királyi palotán kívül is.,r
"A miniszter barátkozott György királlyal, így van már barátja a királyi palotán kívül is.",Kinek van már barátja a királyi palotán kívül is? a miniszternek vagy György királynak?,György királynak,A miniszternek van már barátja a királyi palotán kívül is.,r
"A miniszter barátkozott György királlyal, így van már barátja a királyi palotán kívül is.",Kinek van már barátja a királyi palotán kívül is? a miniszternek vagy György királynak?,György királynak,A miniszternek van már barátja a királyi palotán kívül is.,r
"A miniszter barátkozott György királlyal, így van már barátja a királyi palotán kívül is.",Kinek van már barátja a királyi palotán kívül is? a miniszternek vagy György királynak?,György királynak,A miniszternek van már barátja a királyi palotán kívül is.,r
"A miniszter barátkozott György királlyal, így van már barátja a királyi palotán kívül is.",Kinek van már barátja a királyi palotán kívül is? a miniszternek vagy György királynak?,György királynak,A miniszternek.,r
"Erzsébet szerette Elit, mert menő neve volt.",Kinek volt menő neve? Erzsébetnek vagy Elinek?,Elinek,Erzsébetnek volt menő neve.,r
"Erzsébet szerette Elit, mert menő neve volt.",Kinek volt menő neve? Erzsébetnek vagy Elinek?,Elinek,"Erzsébetnek volt menő neve, mert szerette az ""Elit"" nevet.",r
"Erzsébet szerette Elit, mert menő neve volt.",Kinek volt menő neve? Erzsébetnek vagy Elinek?,Elinek,Erzsébetnek volt menő neve.,r
"Erzsébet szerette Elit, mert menő neve volt.",Kinek volt menő neve? Erzsébetnek vagy Elinek?,Elinek,Erzsébetnek volt menő neve.,r
"Erzsébet szerette Elit, mert menő neve volt.",Kinek volt menő neve? Erzsébetnek vagy Elinek?,Elinek,Erzsébetnek volt menő neve.,r
"Erzsébet szerette Elit, mert menő neve volt.",Kinek volt menő neve? Erzsébetnek vagy Elinek?,Elinek,Erzsébetnek volt menő neve.,r
"Erzsébet szerette Elit, mert menő neve volt.",Kinek volt menő neve? Erzsébetnek vagy Elinek?,Elinek,Erzsébetnek volt menő neve.,r
"Erzsébet szerette Elit, mert menő neve volt.",Kinek volt menő neve? Erzsébetnek vagy Elinek?,Elinek,"Erzsébetnek volt menő neve, mert a ""Erzsébet"" nevet tartotta menőnek a személy számára. A Mondatban nincs semmi információ arról, hogy Elinek is volt neve, vagy hogy Erzsébet szerette volna Elit Elinek hívni.",r
"Erzsébet szerette Elit, mert menő neve volt.",Kinek volt menő neve? Erzsébetnek vagy Elinek?,Elinek,"Erzsébetnek volt menő neve, mivel a ""menő"" itt a melléknévként van használva a név jelzőjeként.",r
"Erzsébet szerette Elit, mert menő neve volt.",Kinek volt menő neve? Erzsébetnek vagy Elinek?,Elinek,Erzsébetnek volt menő neve a történet szerint.,r
"A denevérbe belecsapódott a labda, mert belerepült a röppályájába.",Mi repült? a denevér vagy a labda?,a denevér,A labda repült.,r
"A denevérbe belecsapódott a labda, mert belerepült a röppályájába.",Mi repült? a denevér vagy a labda?,a denevér,A labda repült bele a denevér röppályájába.,r
"A denevérbe belecsapódott a labda, mert belerepült a röppályájába.",Mi repült? a denevér vagy a labda?,a denevér,A denevér repült bele a labda röppályájába.,j
"A denevérbe belecsapódott a labda, mert belerepült a röppályájába.",Mi repült? a denevér vagy a labda?,a denevér,A labda repült bele a denevér röppályájába.,r
"A denevérbe belecsapódott a labda, mert belerepült a röppályájába.",Mi repült? a denevér vagy a labda?,a denevér,A labda repült bele a denevérek röppályájába.,r
"A denevérbe belecsapódott a labda, mert belerepült a röppályájába.",Mi repült? a denevér vagy a labda?,a denevér,A labda repült be a denevér röppályájába.,r
"A denevérbe belecsapódott a labda, mert belerepült a röppályájába.",Mi repült? a denevér vagy a labda?,a denevér,A labda repült bele a denevér röppályájába.,r
"A denevérbe belecsapódott a labda, mert belerepült a röppályájába.",Mi repült? a denevér vagy a labda?,a denevér,A labda repült bele a denevér röppályájába.,r
"A denevérbe belecsapódott a labda, mert belerepült a röppályájába.",Mi repült? a denevér vagy a labda?,a denevér,A röppályájába repült a labda.,r
"A denevérbe belecsapódott a labda, mert belerepült a röppályájába.",Mi repült? a denevér vagy a labda?,a denevér,"A labda repült, mert belerepült a denevér röppályájába.",r
"A fiú hazudott apjának a bűncselekményről, de sokat nyugtalankodott és lassan eluralkodott rajta a kíváncsiság.",Kin uralkodott el a kíváncsiság? a fiún vagy az apján?,az apján,A fiún uralkodott el a kíváncsiság.,r
"A fiú hazudott apjának a bűncselekményről, de sokat nyugtalankodott és lassan eluralkodott rajta a kíváncsiság.",Kin uralkodott el a kíváncsiság? a fiún vagy az apján?,az apján,"A kíváncsiság a fiún uralkodott el, mivel ő volt aki sokat nyugtalankodott és lassan eluralkodott rajta.",r
"A fiú hazudott apjának a bűncselekményről, de sokat nyugtalankodott és lassan eluralkodott rajta a kíváncsiság.",Kin uralkodott el a kíváncsiság? a fiún vagy az apján?,az apján,A kíváncsiság a fiún uralkodott el.,r
"A fiú hazudott apjának a bűncselekményről, de sokat nyugtalankodott és lassan eluralkodott rajta a kíváncsiság.",Kin uralkodott el a kíváncsiság? a fiún vagy az apján?,az apján,A kíváncsiság a fiún uralkodott el.,r
"A fiú hazudott apjának a bűncselekményről, de sokat nyugtalankodott és lassan eluralkodott rajta a kíváncsiság.",Kin uralkodott el a kíváncsiság? a fiún vagy az apján?,az apján,A fiún uralkodott el a kíváncsiság.,r
"A fiú hazudott apjának a bűncselekményről, de sokat nyugtalankodott és lassan eluralkodott rajta a kíváncsiság.",Kin uralkodott el a kíváncsiság? a fiún vagy az apján?,az apján,A kíváncsiságnak a fiúén uralkodott el.,r
"A fiú hazudott apjának a bűncselekményről, de sokat nyugtalankodott és lassan eluralkodott rajta a kíváncsiság.",Kin uralkodott el a kíváncsiság? a fiún vagy az apján?,az apján,A fiún uralkodott el a kíváncsiság.,r
"A fiú hazudott apjának a bűncselekményről, de sokat nyugtalankodott és lassan eluralkodott rajta a kíváncsiság.",Kin uralkodott el a kíváncsiság? a fiún vagy az apján?,az apján,A kíváncsiság a fiún uralkodott el.,r
"A fiú hazudott apjának a bűncselekményről, de sokat nyugtalankodott és lassan eluralkodott rajta a kíváncsiság.",Kin uralkodott el a kíváncsiság? a fiún vagy az apján?,az apján,A fiún uralkodott el a kíváncsiság.,r
"A fiú hazudott apjának a bűncselekményről, de sokat nyugtalankodott és lassan eluralkodott rajta a kíváncsiság.",Kin uralkodott el a kíváncsiság? a fiún vagy az apján?,az apján,A fiún uralkodott el a kíváncsiság.,r
"Az almabor belefolyt a számba, mert volt még benne hely.",Miben volt még hely? az almaborban vagy a számban?,a számban,"A mondat kifejezése kissé ellentmondásos lehet, de a helyes értelmezés az, hogy az almabor belefolyt a számba, mert a szájban volt még hely a folyadéknak. Tehát a ""hely"" a szájban volt, nem az almaborban.",j
"Az almabor belefolyt a számba, mert volt még benne hely.",Miben volt még hely? az almaborban vagy a számban?,a számban,"A mondatból nem derül ki pontosan, hogy miben volt még hely. Az előző mondatban azt mondják, hogy ""az almabor belefolyt a számba"". Tehát a számban volt a hely, ahová az almabor belefolyt. Azt is hozzá lehet tenni, hogy az almabor volt az, amiben még hely volt és ami ezáltal belefolyt a számba.",n
"Az almabor belefolyt a számba, mert volt még benne hely.",Miben volt még hely? az almaborban vagy a számban?,a számban,"Az adott mondatban hiba van, amely zavarossá teszi a kifejezést. Általában az almabor nem folyhat bele a számba, mert az nem természetes folyadék a szájban. Valószínűleg a szövegíró az ""almát"" és az ""onnan"" szavakat akarta használni, tehát helyesen kellene lennie: ""Az alma belefolyt a számba, mert volt még hely.""",n
